category,description
football,#WorldCup Quarter finals without #Spain #ARG #Portugal #Ger .. WTF
football,"RT @Castro1021: Biggest day of the year for me.Regardless of what happens, I am super blessed to even say I am in Russia for the #WorldCuƒ??"
football,RT @BTSARMYNA: .@BTS_twt After 5 Years1. Global Puma Ambassador2. LG Mobile Ambassador3. CocaCola WorldCup4. Kookmin Bank5. UNICEF6.ƒ??
football,RT @WorldCupFootby: Funny ??#WorldCup https://t.co/Scq3U3IOYT
football,RT @INFOSMESSl: They say karma is a b*tch..#Ramos #Salah #WorldCup https://t.co/h0jPSLvhsE
football,RT @theScore: Do you look like a player from the #WorldCup? ??1. Click here: https://t.co/f3ESeNlpCk2. Take a selfie.3. Share your lookƒ??
football,RT @krajesh4u: What a save! ???? #WorldCup https://t.co/pE93RyPZnR
football,RT @MandyJimenezK: Denle mucho amor a bunnys ??????.Please play #PowerByEXO of@weareoneEXO #WorldCup #FIFAStadiumDJ@FIFAWorldCup#Sƒ??
football,RT @8Fact_Footballl: What a performance from these two.Walls. ?#WorldCup #CRO #DEN https://t.co/z6ggybkxWY
football,Who's going to win the #WorldCup seeing as you're in the know @chrissyteigen lol ???
football,RT @TruthInsideOut: ???? WOW ????Adorable little girl when she heard The Adhan (the call to prayer) for the first time.Lets chat about Adƒ??
football,"RT @kennymunro: Not now, Nacho. #SPARUS #ESPRUS #WorldCup #worldcup2018 #Worldcup2018Russia https://t.co/GQ6OpDyakG"
football,RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???Thank you for your support @Oprah!! ????We ?ƒ??
football,RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???Thank you for your support @Oprah!! ????We ?ƒ??
football,Do. . . Do the teams travel with hair stylists?! There have been a ton of hair cuts and dye jobs already at the #WorldCup @FIFAWorldCup
football,RT @9GAGFootball: Angel Di Maria has now scored in 5 consecutive major tournaments for #ARG: ?? 2011 Copa America ??? 2014 World Cup ?ƒ??
football,RT @Y_alex1D: Power Power @FIFAWorldCup play Power #PowerByEXO of @weareoneEXO #FIFAStadiumDJ #worldcup #KaiLeague https://t.co/E2aGQ4J5T9
football,"RT @AfricaFactsZone: Mikel John Obi is the only player to have represented Nigeria in the FIFA U-17 World Cup, FIFA U-20 World Cup (won Silƒ??"
football,RT @shanselman: Kylian Mbapp?? is 19-years-old and today he is playing for #FRA? ?in the Last 16 of the #WorldCup?. I was writing Visual Bƒ??
football,RT @AnemixiR: One of my life dreams is have the opportunity to meet you~@weareoneEXO @FIFAWorldCup #PowerByEXO #WorldCup #FIFAStadiumDJ #ƒ??
football,RT @9GAGFootball: ?? Kasper Schmeichel vs Croatia:? Saves penalty in Extra Time? Saves 2 penalties in shootout.? Still knocked out ofƒ??
football,"7:30 P.M. matches - Teams I support lose. 11:30 - Teams I support win. Today at 7:30 , Brazil vs Serbia ( supporting Brazil for Couti boy ? ) #WorldCup"
football,RT @BTSARMYNA: .@BTS_twt After 5 Years1. Global Puma Ambassador2. LG Mobile Ambassador3. CocaCola WorldCup4. Kookmin Bank5. UNICEF6.ƒ??
football,RT @brfootball: A legend says goodbye to the #WorldCup ? https://t.co/9hR5qVfVPX
football,"RT @iamscholes: Kovacic dislocates his shoulder, pops it back in and plays on. Salah dislocates his shoulder, takes weeks off and doesn't aƒ??"
football,"RT @Nick_Metcalfe: It was ridiculous how few chances Spain created with all that possession today. Iƒ??ve always been a fan - well, actuallyƒ??"
football,RT @Footy_WAGs: #DEN fan ? Well done Cameraman ???#WorldCup #CRODEN https://t.co/Bp18OK3lxM
football,RT @jeonbangkook: @FIFAWorldCup @btsanalytics MIC DROP by @BTS_twt #WorldCup #FIFAStadiumDJ
football,RT @TrollFootball: The #WorldCup of upsets https://t.co/lY4CU7fWYU
football,RT @electronicarts: #EAPRIZEDRAW RT for the chance to win a signed Ronaldo shirt as part of our #WorldCup National Team Shirt giveaways! #Fƒ??
football,RT @jeonbangkook: @FIFAWorldCup @btsanalytics AIRPLANE pt.2 by @BTS_twt #WorldCup #FIFAStadiumDJ
football,"RT @herculezg: This generation of Mexican players have their legacy on the line vs Brazil, and JCO his job. Cero Excusas... win or go homeƒ??"
football,RT @jeonbangkook: @FIFAWorldCup @btsanalytics FIRE by @BTS_twt #WorldCup #FIFAStadiumDJ
football,RT @9GAGFootball: ?? Kasper Schmeichel vs Croatia:? Saves penalty in Extra Time? Saves 2 penalties in shootout.? Still knocked out ofƒ??
football,"RT @abcgrandstand: Lionel Messi's #WorldCup Journey came to an end, despite two assists for Argentina in a frantic 4-3 loss to France httpsƒ??"
football,RT @SirJadejaaaa: Danijel Subasic 2nd Goalkeeper In World Cup History To Save 3 Penalties In A Shootout. 1st Was Ricardo ?? vs England In 2ƒ??
football,RT @MrFilmkritik: Germany: outArgentina: outPortugal: outSpain: outBrazil: *nervous laughter*#WorldCup #ESPRUS #ESP
football,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy
football,@FIFAWorldCup @btsanalytics MIC DROP by @BTS_twt #WorldCup #FIFAStadiumDJ
football,"@FIFAWorldCup please play ""POWER"" by ""EXO"" @weareoneEXO #EXO#WorldCup stadium #PowerByEXO  #FIFAStadiumDJ exo"
football,RT @FIFAWorldCup: ?????The moment hosts Russia booked a place in the #WorldCup quarter-finalsƒ??Those celebrations ?? Highlights  ? httpsƒ??
football,RT @ata_dizdar: Uruguay wowed the world at the 1924 and 1928 Olympics in soccer. FIFA created the #worldcup asa result of that and allows tƒ??
football,"RT @IanDoyleSport: One of the #WorldCup finalists will be one of Russia, Denmark, Sweden, Switzerland, Croatia, Colombia or England."
football,RT @Squawka: All five of the unsuccessful penalties were saved by the goalkeepers.The first time in the history of the #WorldCup that theƒ??
football,"RT @Bosslogic: So close, yet so far... #WorldCup #Cristiano #Ronaldo #Messi https://t.co/OMLo4C8hmd"
football,"@morganweeks If it was tomorrow, wouldn't even be close. Especially viewing numbers, Mexico vs Brazil will be a burner around the world. #WorldCup #MEX #BRA"
football,RT @2712_Lovin_Eri: We got the Power ! Please play #PowerByEXO of@weareoneEXO #WorldCup #FIFAStadiumDJ@FIFAWorldCup#SuhoLeague httƒ??
football,RT @9GAGFootball: Kylian Mbappe was not even born when #FRA won the #WorldCup in 1998! https://t.co/RmsVQRDUqx
football,"#LayLeague#PowerByEXO#WorldCup#FIFAStadiumDJ@FIFAWorldCup@weareoneEXOEXO had 12 members, divided in EXO-M and EXO-K."
football,RT @TrollFootball: The #WorldCup of upsets https://t.co/lY4CU7fWYU
football,RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???Thank you for your support @Oprah!! ????We ?ƒ??
football,RT @8bitfootball: When you save two penalties against Spain! ?? #WorldCup #Akinfeev https://t.co/JeSz5WhhjS
football,RT @TrollFootball: The #WorldCup of upsets https://t.co/lY4CU7fWYU
football,"RT @billboard: GOT7's ""THE New Era"" at No. 1 on Billboard Japan #Hot100 as the #WorldCup boosts Suchmos https://t.co/VhsCTaxAUw https://t.cƒ??"
football,RT @EASPORTSFIFA: #ARG ?#POR ?#ESP ?#DEN ?Which nation will continue their journey to win the #WorldCup tomorrow? https://t.co/Yt50Aybwƒ??
football,RT @Kingnickrusso: I have this feeling that Mexico can shock the world tomorrow. All you have to do is believe! I believe their energy is rƒ??
football,RT @9GAGFootball: Only two teenagers have scored two or more goals in a #WorldCup knockout game:?? Pel???? Kylian Mbapp?? In good companƒ??
football,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy
football,RT @FIFAWorldCup: Kasper Schmeichel takes the final @Budweiser #ManoftheMatch award of the day ?#CRODEN #WorldCup https://t.co/2XfblBT7ki
football,RT @jchooworld: Its a fitting story that the best actor in the world would take his talents to LA ????.  #Lakers #LeBron #nba #Cavs #warrioƒ??
football,RT @Squawka: There were five penalties missed during the shoot-out of #CRO vs. #DEN. No penalty shoot-out in #WorldCup history has seen mƒ??
football,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy
football,"RT @Alex_Houseof308: #FRAARG #WorldCupA short story involving Nigeria, Argentina and France https://t.co/P0JPwvUhbv"
football,@FIFAWorldCup @btsanalytics FIRE by @BTS_twt #WorldCup #FIFAStadiumDJ
football,RT @EmbassyofRussia: #Russia proceeds to the 1/4 finals as it wins against #Spain in 2018 #WorldCup 1st knockout stage (1/8 finals). Hard-eƒ??
football,RT @8bitfootball: The day of the goalkeepers! ?????? #WorldCup https://t.co/Jv6mg1M98q
football,RT @Metztli_IT: @FOXSoccer @RusEmbUSA #TheFuck! LOL How come I did not see that #?????? (@Russia) hulk!?#WorldCup #Russia2018 #Rusia2018ƒ??
football,RT @callmebabeex: we are one... #PowerByEXO #WorldCup #FIFAStadiumDJ #KAILeague@weareoneEXO @FIFAWorldCup
football,RT @FIFAWorldCup: ?????The moment hosts Russia booked a place in the #WorldCup quarter-finalsƒ??Those celebrations ?? Highlights  ? httpsƒ??
football,Good morning greeting from Zhejiang Daily Media ?This is what you look like during the early Monday meeting?#WorldCup @FIFAWorldCup #Ronaldo #Maradona #Argentina https://t.co/BphnISyAtY
football,"RT @INQUIRERSports: No Argentina, no Portugal...and now, no more Spain! Crazy KO stage so far. #WorldCup RECAP#ESP vs #RUS  https://t.coƒ??"
football,"this #worldcup has been incredibly unpredictable, i feel as if at this point any underdog can take it all. #soccer #futbol #football #copamundial #vamoscolombia #colombia"
football,RT @callmebabeex: I ecs ou ?#PowerByEXO #WorldCup #FIFAStadiumDJ #KAILeague@weareoneEXO @FIFAWorldCup
football,RT @MrFilmkritik: Germany: outArgentina: outPortugal: outSpain: outBrazil: *nervous laughter*#WorldCup #ESPRUS #ESP
football,RT @KiranKS: #ESPRUS : Spain must be the first team in #WorldCup history to complete 1000 passes in a game and still get knocked out. Rusƒ??
football,please play power by exo ? #PowerByEXO #WorldCup #FIFAStadiumDJ #KAILeague@weareoneEXO @FIFAWorldCup
football,RT @XHSports: #WorldCup is a spectacle not only of sport https://t.co/Zdfw8Jrjlg
football,"RT @BrettSBaker: What a great moment for Croatia. 25 yrs ago, when all of their players were either young, or not yet born, the country wasƒ??"
football,RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???Thank you for your support @Oprah!! ????We ?ƒ??
football,RT @MandyJimenezK: You can Call me Monster ????.Please play #PowerByEXO of@weareoneEXO #WorldCup #FIFAStadiumDJ@FIFAWorldCup#SuhoLƒ??
football,RT @MrsJFairyJonas: @FIFAWorldCup is your song #PowerbyEXO I would not say that if I'm not believing it. Just listen to the song and you wiƒ??
football,RT @9GAGFootball: Argentina's new flag!#ARG #WorldCup https://t.co/rvmVryPycy
football,"RT @Italcatenaccio: Somewhere between London and Italy, Conte has got to be currently wondering what could have been of him and this Italyƒ??"
football,@FIFAWorldCup @btsanalytics AIRPLANE pt.2 by @BTS_twt #WorldCup #FIFAStadiumDJ
football,"RT @FIFAWorldCup: ""Sometimes farewells don't go the way you'd like them to"" @andresiniesta8 speaks after retiring from #ESP duty in the wƒ??"
football,RT @universe_exo_18: Sweet lies ???Please play #PowerByEXO of@weareoneEXO #WorldCup #FIFAStadiumDJ@FIFAWorldCup#LayLeague
football,"RT @Mariana_SRKajol: #LayLeague#PowerByEXO#WorldCup#FIFAStadiumDJ@FIFAWorldCup@weareoneEXODesde FIFA, this song deserve everything. Jƒ??"
football,RT @chen_sexydino: @FIFAWorldCup Please play #PowerByEXO of@weareoneEXO #WorldCup #FIFAStadiumDJ@FIFAWorldCup
football,"RT @Watch_LFC: ? | Iago Aspas knocking Sergio Ramos out of the World Cup. Once a red, always a red! #WorldCup https://t.co/eb8K9ebQQQ"
football,RT @sammatterface: The excellent Darren Cann has provided me with this : The last 3 countries to win The #WorldCup are out. Every singlƒ??
football,RT @TrollFootball: The #WorldCup of upsets https://t.co/lY4CU7fWYU
football,RT @duhitslexy: i love sehun poutylips pic??? #WorldCup #WorldCup2018 #FIFAStadiumDJ #EXO @weareoneEXO https://t.co/CQXRsTxYFe
football,RT @SirJadejaaaa: Saved 5 Off 10. RT If You Feel They're Best Goalkeepers Of This #WorldCup2018. ?? #WorldCup #CRODEN #DENCRO #Croatia #Dƒ??
football,RT @Squawka: Only two goalkeepers have saved three penalties in a #WorldCup penalty shoot-out: 1/7/2006: #POR's Ricardo vs. #ENG 1/7/20ƒ??
football,Kobe beef steak is all set?? #RIPMooby #VisselKobe #Mascot #AndresIniesta #JLeague #WorldCup https://t.co/2c7xf1UK2z https://t.co/2c7xf1UK2z
football,RT @NguynLHngn1: @FIFAWorldCup It's POWER by @weareoneEXO #EXO #FIFAStadiumDJ #WorldCup #WorldCup2018  ???????????????????????????
football,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy
football,Super lider hyung ?? ?­LO AMO!  @FIFAWorldCup play Power #PowerByEXO of @weareoneEXO #FIFAStadiumDJ #worldcup #KaiLeague https://t.co/yjoRcyiZkO
football,@FOXSoccer @RusEmbUSA #TheFuck! LOL How come I did not see that #?????? (@Russia) hulk!?#WorldCup #Russia2018 #Rusia2018 cc:@mbjuniorhttps://t.co/Iud1skxwb3
football,"RT @FutbolsaCountry: #SEN continue to innovate, with the most joyous training methods of any team at the #WorldCup. How can anyone root agaƒ??"
football,RT @Sporf: ?? Russia are the first team to score 2 own goals in the same #WorldCup tournament for the first time since 1966.? Something eƒ??
football,RT @MisterHeartz: GG GN and GL #WorldCup https://t.co/3j3w9aMLcy
football,RT @bbhaekhyun4: Hey EXOL KEEP VOTING FOR OUR BABIES EXO? #WorldCup #FIFAStadiumDJ #WorldCup2018 #EXO @weareoneEXO
football,Oh baby baby baby?? #PowerByEXO #WorldCup #FIFAStadiumDJ #DOLeague@weareoneexo @FIFAWorldCup
football,RT @onxmyown: Monster @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague
football,"RT @wanna__laugh: Eric Cantona: ""Spain did not win the Worldcup (in 2010), Catalonia did.""Hopefully people will understand it today!#Spaƒ??"
football,RT @popalorena: Awww Ronaldo so cute and fair-play helping Cavani!!!!!!! #WorldCup https://t.co/lfSz1SIZZm
football,RT @TrollFootball: The #WorldCup of upsets https://t.co/lY4CU7fWYU
football,RT @Sporf: ? One of these teams are GUARANTEED to be in the #WorldCup Final:?? Russia?? Croatia?? Denmark?? Sweden?? Switzerland ??ƒ??
football,RT @brfootball: A legend says goodbye to the #WorldCup ? https://t.co/9hR5qVfVPX
football,RT @DesitaNoviaini: @FIFAWorldCup E X O - power#EXO #?? #Copa2018? ? #FIFAStadiumDJ #WorldCup2018 #WorldCup @weareoneEXO https://t.co/Sjyƒ??
football,RT @FoxNews: Russia stuns Spain on penalties to reach #WorldCup quarterfinals https://t.co/plOvq6kM3p
football,RT @Footy_JokesOG: ?? Kasper Schmeichel:Saves penalty in Extra TimeSaves 2 penalties in shootout.Still knocked out of the #WorldCupƒ??
football,RT @miseleccionmxEN: Please welcome our newest member to the Incondicionales family!!! ???Thank you for your support @Oprah!! ????We ?ƒ??
football,"RT @Bosslogic: So close, yet so far... #WorldCup #Cristiano #Ronaldo #Messi https://t.co/OMLo4C8hmd"
football,RT @bbhaekhyun4: POWER PLAYED IN FIFA #WorldCup #worldcup2018 #FIFAStadiumDJ @weareoneEXO
football,RT @JustinOngCNA: This is what itƒ??s like to witness your country make #WorldCup and sporting history. Spine-tingling by #RUS.(Video courtƒ??
football,RT @fussballerisch: French commentatorsƒ?? reaction to Pavardƒ??s goal is priceless.#FRA #FRAARG #WorldCup https://t.co/JCFx1uoE6C
football,RT @Footy_JokesOG: Goodbye Legend ??? #WorldCup https://t.co/CsYYPSss8l
football,RT @BTSARMYNA: .@BTS_twt After 5 Years1. Global Puma Ambassador2. LG Mobile Ambassador3. CocaCola WorldCup4. Kookmin Bank5. UNICEF6.ƒ??
football,When even @edsheeran says 'Belgium will win the worldcup!'#EdSheeran #Werchter https://t.co/A03Uc9meu8
football,RT @universe_exo_18: I dreamt of you without falling asleep - power ( English vertion)  ?Please play #PowerByEXO of@weareoneEXO #Worldƒ??
football,RT @DazzMara: Russia's got that winning feeling @TheWorldGame @SBSNews #WorldCup #RusEsp https://t.co/uNLk7YSqwv
football,RT @SundayLeagueMCR: Only two goalkeepers in history have saved three penalties in a #WorldCup penalty shootout...Ricardo for #POR againsƒ??
football,RT @brfootball: A legend says goodbye to the #WorldCup ? https://t.co/9hR5qVfVPX
football,#LayLeague#PowerByEXO#WorldCup#FIFAStadiumDJ@FIFAWorldCup@weareoneEXOEXO is the first group in sell 1 million copies for this album Growl
football,RT @onxmyown: Power @FIFAWorldCup @weareoneEXO #PowerByEXO #WorldCup #FIFAStadiumDJ #ChenLeague
football,"RT @SoccerMemes: ""Yes, it's me. Tell the referee his family has been released."" ?? #WorldCup https://t.co/Kb7SisWW9c"
football,RT @TrollFootball: The #WorldCup of upsets https://t.co/lY4CU7fWYU
football,RT @gigimyfeels: .@Oprah rooting for Mexico in the #WorldCup is the best thing Iƒ??ve heard today https://t.co/EV0QpDMgtp
football,RT @HenryIrving10: #Worldcup TV Pundit ratings so far -Slaven Bilic 10/10 ?Roy Keane 10/10Patrice Evra 8/10Henrik Larsson  7/10The Neƒ??
football,RT @talkSPORT: The party continues ?Loads of Russia fans have jumped into the fountain in Red Square ?#WorldCup | #TSWorldCup https://tƒ??
football,"RT @MrsJFairyJonas: ""When the day you get worn out comes, remember BabeOf how beautiful we wereThat the power to get back up againResideƒ??"
football,RT @fussballerisch: French commentatorsƒ?? reaction to Pavardƒ??s goal is priceless.#FRA #FRAARG #WorldCup https://t.co/JCFx1uoE6C
